GENE_CHROMOSOME	GENE_START	GENE_END	GENE_NAME
1	12627939	12678216	DHRS3
1	12704566	12727097	AADACL4
1	12776113	12788727	AADACL3
1	12806148	12823847	C1orf158
1	12834984	12838049	PRAMEF12
1	12851546	12856777	PRAMEF1
1	12884468	12891264	PRAMEF11
1	12907261	12908578	HNRNPCL1
1	12916941	12921764	PRAMEF2
1	12939033	12946025	PRAMEF4
1	12952727	12958101	PRAMEF10
1	12976430	12980302	PRAMEF7
1	12998302	13007406	PRAMEF6
1	13035543	13038381	PRAMEF22
1	13052394	13052998	WI2-3308P17.2
1	13182960	13184326	HNRNPCL2
1	13182991	13183872	HNRNPCL4
1	13216356	13219581	PRAMEF26
1	13328196	13331692	PRAMEF3
1	13359819	13369057	PRAMEF5
1	13386646	13390765	PRAMEF8
1	13421176	13428191	PRAMEF9
1	13447429	13452656	PRAMEF13
1	13474689	13477522	PRAMEF18
1	13495254	13498260	PRAMEF16
1	13516066	13526943	PRAMEF21
1	13641973	13648988	PRAMEF15
1	13668269	13673511	PRAMEF14
1	13695525	13698358	PRAMEF19
1	13716092	13719089	PRAMEF17
1	13736907	13747803	PRAMEF20
1	13801441	13840498	LRRC38
1	13909960	13944452	PDPN
1	14026693	14151574	PRDM2
1	14219287	15444539	KAZN
1	15479028	15546974	TMEM51
1	15573768	15726779	FHAD1
1	15736384	15756835	EFHD2
1	15764938	15775737	CTRC
1	15783223	15798586	CELA2A
1	15792404	15817890	CELA2B
1	15817327	15853029	CASP9
1	15853308	15918874	DNAJC16
1	15898194	15911546	AGMAT
1	15943953	15995539	DDI2
1	15986364	15988217	RSC1A1
1	16010815	16061264	PLEKHM2
1	16062753	16067887	SLC25A34
1	16068994	16074477	TMEM82
1	16083102	16113089	FBLIM1
1	16133664	16135843	UQCRHL
1	16174202	16266951	SPEN
1	16268364	16302627	ZBTB17
1	16330731	16335302	SRARP
1	16340523	16346089	HSPB7
1	16345370	16360545	CLCNKA
1	16370231	16383803	CLCNKB
1	16384264	16400146	FAM131C
1	16450832	16482564	EPHA2
1	16524349	16539147	ARHGEF19
1	16555368	16556038	C1orf134
1	16558187	16563678	CPLANE2
1	16573335	16678975	FBXO42
1	16679070	16724640	SZRD1
1	16713612	16763919	SPATA21
1	16767216	16786573	NECAP2
1	16865561	16866070	AL355149.2
1	16888814	16940057	NBPF1
1	16999498	17000007	AL137798.1
1	17060447	17060956	AL021920.2
1	17066768	17299459	CROCC
1	17300997	17307127	MFAP2
1	17312453	17338423	ATP13A2
1	17345217	17380665	SDHB
1	17393256	17445946	PADI2
1	17531623	17572502	PADI1
1	17575593	17610728	PADI3
1	17634690	17690499	PADI4
1	17655507	17676070	AC004824.2
1	17698691	17728195	PADI6
1	17733256	17766173	RCC2
1	17866193	18024369	ARHGEF10L
1	18081828	18153558	ACTL8
1	18434292	18704977	IGSF21
1	18807476	18812620	KLHDC7A
1	18957340	19075360	PAX7
1	19166093	19186176	TAS1R2
1	19175767	19247615	RP13-279N23.2
1	19197924	19229218	ALDH4A1
1	19230774	19283170	IFFO2
1	19401004	19536760	UBR4
1	19542154	19578021	EMC1
1	19578299	19586622	MRTO4
1	19609067	19615264	AKR7A3
1	19630459	19638640	AKR7A2
1	19638820	19655794	SLC66A1
1	19665269	19812033	CAPZB
1	19810897	19956315	MICOS10
1	19923473	19984949	NBL1
1	19923561	19983420	MICOS10-NBL1
1	19991368	20007459	HTR6
1	20008706	20126438	TMCO4
1	20140522	20141776	RNF186
1	20208888	20239438	OTUD3
1	20246502	20250110	PLA2G2E
1	20301924	20306909	PLA2G2A
1	20354672	20418404	PLA2G5
1	20438432	20446059	PLA2G2D
1	20465819	20476879	PLA2G2F
1	20487746	20503917	PLA2G2C
1	20512589	20522543	UBXN10
1	20617412	20681387	VWA5B1
1	20808884	20812703	CAMK2N1
1	20825941	20834644	MUL1
1	20879066	20881513	FAM43B
1	20915579	20945396	CDA
1	20959951	20978004	PINK1
1	20978260	20988037	DDOST
1	20990507	21044510	KIF17
1	21046224	21059330	SH2D5
1	21069172	21113816	HP1BP3
1	21132785	21503381	EIF4G3
1	21543740	21672065	ECE1
1	21766621	21811498	NBPF3
1	21835890	21904903	ALPL
1	21922708	21995856	RAP1GAP
1	22004791	22110099	USP48
1	22138758	22151718	LDLRAD2
1	22148737	22263803	HSPG2
1	22303515	22325135	CELA3B
1	22328150	22339035	CELA3A
1	22352004	22427853	CDC42
1	22443806	22470462	WNT4
1	22755331	22857650	ZBTB40
1	22889982	22930088	EPHA8
1	22963121	22966171	C1QA
1	22970126	22974603	C1QC
1	22979255	22988130	C1QB
1	23037332	23247993	EPHB2
1	23279536	23291831	LACTBL1
1	23337327	23342345	TEX46
1	23345936	23410182	KDM1A
1	23410516	23504301	LUZP1
1	23518388	23521222	HTR1D
1	23630264	23670829	HNRNPR
1	23685941	23696329	ZNF436
1	23707402	23751241	TCEA3
1	23755056	23811061	ASAP3
1	23832930	23857725	E2F2
1	23884417	23885992	ID3
1	24018232	24023325	RPL11
1	24069645	24088549	ELOA
1	24104908	24114722	PITHD1
1	24117635	24122029	LYPLA2
1	24122089	24127271	GALE
1	24128375	24165110	HMGCL
1	24171567	24194784	FUCA1
1	24197005	24239852	CNR2
1	24283329	24289952	PNRC2
1	24290837	24307417	SRSF10
1	24382525	24438625	MYOM3
1	24446261	24469630	IL22RA1
1	24480658	24514449	IFNLR1
1	24645812	24690972	GRHL3
1	24683489	24743424	STPG1
1	24742292	24799466	NIPAL3
1	24828841	24867530	RCAN3
1	24882578	24935819	NCMAP
1	24958207	24999772	SRRM1
1	25071873	25170812	CLIC4
1	25226002	25291612	RUNX3
1	25548767	25558993	SYF2
1	25568740	25664704	RSRP1
1	25598884	25656936	RHD
1	25664808	25688852	TMEM50A
1	25688740	25756683	RHCE
1	25757349	25826700	MACO1
1	25870071	25895377	LDLRAP1
1	25943959	26112698	MAN1C1
1	26126667	26144712	SELENON
1	26137961	26150235	AL020996.2
1	26145131	26159433	MTFR1L
1	26158404	26185949	AUNIP
1	26187701	26197744	PAQR7
1	26210672	26233482	STMN1
1	26286258	26324608	PAFAH2
1	26346375	26362955	EXTL1
1	26363743	26372609	SLC30A2
1	26377795	26394927	TRIM63
1	26437656	26452046	PDIK1L
1	26485570	26490453	FAM110D
1	26490652	26495072	C1orf232
1	26496007	26498322	AL391650.1
1	26496399	26497364	ZNF593
1	26503975	26516375	CNKSR1
1	26517052	26529459	CATSPER4
1	26560691	26605299	CEP85
1	26606577	26608013	SH3BGRL3
1	26607819	26644854	UBXN11
1	26644449	26647014	CD52
1	26648189	26686571	CRYBG2
1	26688125	26701013	ZNF683
1	26737308	26756219	LIN28A
1	26758773	26797797	DHDDS
1	26798931	26803133	HMGN2
1	26856252	26901521	RPS6KA1
1	27019727	27108595	ARID1A
1	27113963	27124889	PIGV
1	27153179	27184095	ZDHHC18
1	27189640	27190947	SFN
1	27202623	27216774	GPN2
1	27216979	27226958	GPATCH3
1	27226729	27273362	NUDC
1	27237980	27240466	NR0B2
1	27276053	27286959	KDF1
1	27320183	27327377	TRNP1
1	27331511	27339341	TENT5B
1	27425300	27493472	SLC9A1
1	27561123	27635127	WDTC1
1	27648636	27662891	TMEM222
1	27668511	27680428	SYTL1
1	27680558	27693452	MAP3K6
1	27695603	27701315	FCN3
1	27705666	27709823	CD164L2
1	27719126	27722318	GPR3
1	27730734	27816678	WASF2
1	27860546	27930942	AHDC1
1	27938575	27961696	FGR
1	27992575	27998709	IFI6
1	28052490	28089633	FAM76A
1	28099730	28150954	STX12
1	28157293	28178187	PPP1R8
1	28177085	28177255	AL109927.1
1	28199054	28213196	THEMIS2
1	28218035	28241257	RPA2
1	28261511	28285668	SMPDL3B
1	28285973	28294607	XKR8
1	28296855	28415148	EYA3
1	28473677	28520447	PTAFR
1	28525967	28559540	DNAJC8
1	28527013	28527152	AL353354.1
1	28527070	28527419	AL353354.2
1	28562620	28573417	ATP5IF1
1	28586029	28609002	SESN2
1	28655513	28662476	MED18
1	28696093	28826876	PHACTR4
1	28832455	28865812	RCC1
1	28879597	28905057	TRNAU1AP
1	28915835	28969597	TAF12
1	28918712	28921955	RAB42
1	28995244	29045865	GMEB1
1	29063133	29096287	YTHDF2
1	29138654	29197779	OPRD1
1	29213603	29446558	EPB41
1	29445941	29450415	TMEM200B
1	29474255	29508412	SRSF4
1	29519169	29557454	MECR
1	29563028	29653325	PTPRU
1	31184124	31196432	MATN1
1	31205316	31230621	LAPTM5
1	31342313	31381605	SDC3
1	31404353	31538838	PUM1
1	31652592	31712734	NKAIN1
1	31732415	31769635	SNRNP40
1	31769829	31837800	ZCCHC17
1	31838100	31849697	FABP3
1	31882412	31907527	SERINC2
1	31902192	31902614	AC114494.1
1	32042086	32053287	TINAGL1
1	32083287	32098119	HCRTR1
1	32095467	32110497	PEF1
1	32117864	32169920	COL16A1
1	32192718	32230494	ADGRB2
1	32256023	32281652	SPOCD1
1	32372022	32410457	PTP4A2
1	32379174	32380745	AL136115.1
1	32479469	32526451	KHDRBS1
1	32537632	32568467	TMEM39B
1	32573657	32642164	KPNA6
1	32645276	32663886	TXLNA
1	32665987	32670988	CCDC28B
1	32671262	32674288	IQCC
1	32674695	32681797	DCDC2B
1	32680073	32687960	TMEM234
1	32687529	32697205	EIF3I
1	32712823	32714457	FAM167B
1	32716840	32751766	LCK
1	32757684	32799236	HDAC1
1	32799440	32801834	MARCKSL1
1	32817122	32829913	TSSK3
1	32826871	32829879	FAM229A
1	32830704	32860332	BSDC1
1	32930658	33066393	AL033529.1
1	32930673	32962287	ZBTB8B
1	33005028	33071542	ZBTB8A
1	33065773	33116504	ZBTB8OS
1	33116743	33151812	RBBP4
1	33145507	33169197	SYNC
1	33207431	33240571	KIAA1522
1	33240838	33283754	YARS
1	33282368	33324476	S100PBP
1	33327869	33338083	FNDC5
1	33351595	33364042	HPCA
1	33360195	33367039	TMEM54
1	33402046	33430286	RNF19B
1	33439268	33439642	FKSG48
1	33473541	33546597	AK2
1	33546705	33589093	AZIN2
1	33611000	33647660	TRIM62
1	33722093	33766320	ZNF362
1	33772367	33786699	A3GALT2
1	33789224	33896653	PHC2
1	33938246	33962107	ZSCAN20
1	33979599	34631443	CSMD2
1	34326076	34330392	HMGB4
1	34632484	34684732	C1orf94
1	35178338	35325356	SMIM12
1	35220648	35224113	GJB5
1	35225341	35227928	GJB4
1	35246815	35251970	GJB3
1	35258600	35261348	GJA4
1	35331037	35395251	DLGAP3
1	35439957	35450914	AC114490.3
1	35447134	35497342	AC114490.2
1	35447136	35450954	TMEM35B
1	35451766	35497546	ZMYM6
1	35497773	35581460	ZMYM1
1	35641979	35658746	SFPQ
1	35734310	35887659	ZMYM4
1	35899093	36023551	KIAA0319L
1	36023074	36032875	NCDN
1	36038915	36060929	TFAP2E
1	36065142	36107127	PSMB2
1	36179478	36184495	C1orf216
1	36185819	36235579	CLSPN
1	36273617	36323491	AGO4
1	36335409	36396133	AGO1
1	36396319	36538101	AGO3
1	36549695	36553876	TEKT2
1	36554493	36559533	ADPRHL2
1	36560840	36590823	COL8A2
1	36602171	36621654	TRAPPC3
1	36621180	36646450	MAP7D1
1	36690033	36770958	THRAP3
1	36771969	36794941	SH3D21
1	36787632	36789755	EVA1B
1	36805225	36851497	STK40
1	36856839	36863509	LSM10
1	36881428	36916052	OSCP1
1	36921319	36929985	MRPS15
1	36931644	36948879	CSF3R
1	37261128	37500116	GRIK3
1	37940181	37949978	ZC3H12A
1	37958176	37980375	MEAF6
1	38000050	38019894	SNIP1
1	38022520	38032458	DNALI1
1	38032417	38061538	GNL2
1	38076951	38100564	RSPO1
1	38147242	38157921	C1orf109
1	38158153	38175391	CDCA8
1	38179552	38230805	EPHA10
1	38259474	38266809	MANEAL
1	38268617	38273880	YRDC
1	38272651	38275126	C1orf122
1	38275246	38325264	MTF1
1	38292232	38293886	AL929472.1
1	38326369	38412729	INPP5B
1	38422647	38455747	SF3A3
1	38462442	38471278	FHL3
1	38474930	38490492	UTP11
1	38509501	38512465	POU3F1
1	39303870	39325444	RRAGC
1	39328165	39339040	MYCBP
1	39330173	39347289	AL139260.3
1	39339741	39347259	GJA9
1	39351479	39407502	RHBDL2
1	39456948	39471731	AKIRIN1
1	39491990	39500308	NDUFS5
1	39546988	39952849	MACF1
1	39957308	39995541	BMP8A
1	40026488	40042462	PABPC4
1	40089107	40105315	HEYL
1	40124793	40137710	NT5C1A
1	40144320	40157157	HPCAL4
1	40157854	40229586	PPIE
1	40222854	40254537	BMP8B
1	40235195	40237020	OXCT2
1	40303782	40349183	TRIT1
1	40361098	40367928	MYCL
1	40420784	40435640	MFSD2A
1	40505905	40538321	CAP1
1	40537133	40563399	PPT1
1	40627059	40706593	RLF
1	40711619	40717356	TMCO2
1	40723908	40759852	ZMPSTE24
1	40766161	40783485	COL9A2
1	40810522	40888998	SMAP2
1	40915774	40929390	ZFP69B
1	40942962	40962015	ZFP69
1	40974413	40982228	EXO5
1	40997245	41013839	ZNF684
1	41086352	41131354	RIMS3
1	41157320	41237275	NFYC
1	41249459	41306124	KCNQ4
1	41326726	41328035	CITED4
1	41445360	41478237	CTPS1
1	41481269	41488909	SLFNL1
1	41492872	41707826	SCMH1
1	41827594	41849262	FOXO6
1	41944446	41950354	EDN2
1	41972036	42501596	HIVEP3
1	42050977	42094487	AC119676.1
1	42619081	42621491	GUCA2B
1	42628361	42630416	GUCA2A
1	42642210	42801548	FOXJ3
1	42846463	42889903	RIMKLA
1	42896000	42921924	ZMYND12
1	42921788	42939056	PPCS
1	42928892	43122861	CCDC30
1	43124094	43142429	PPIH
1	43148089	43169476	YBX1
1	43198764	43205925	CLDN19
1	43212006	43232755	P3H1
1	43232920	43245162	C1orf50
1	43232963	43260164	AC098484.3
1	43250678	43282290	TMEM269
1	43272723	43283068	SVBP
1	43282793	43310662	ERMAP
1	43312244	43318148	ZNF691
1	43391046	43424539	SLC2A1
1	43610824	43622067	FAM183A
1	43629846	43736607	EBNA1BP2
1	43637820	43720029	CFAP57
1	43735654	43739673	TMEM125
1	43747548	43751288	C1orf210
1	43766653	43788779	TIE1
1	43803520	43818443	MPL
1	43824652	43828874	CDC20
1	43829069	43833745	ELOVL1
1	43849588	43855479	MED8
1	43855553	43919918	SZT2
1	43916674	43919660	HYI
1	43990858	44089337	PTPRF
1	44115820	44171189	KDM4A
1	44115820	44396686	AL451062.3
1	44171495	44396837	ST3GAL3
1	44398992	44402912	ARTN
1	44412622	44433694	IPO13
1	44435672	44439041	DPH2
1	44440159	44443967	ATP6V0B
1	44444615	44456842	B4GALT2
1	44457031	44462200	CCDC24
1	44457172	44497139	SLC6A9
1	44584493	44600812	KLF17
1	44603493	44607303	KLF18
1	44679127	44686353	DMAP1
1	44686742	44820932	ERI3
1	44870866	45117396	RNF220
1	45100910	45140153	TMEM53
1	45140364	45191263	ARMH1
1	45205490	45233439	KIF2C
1	45240923	45244451	RPS8
1	45249257	45253842	BEST4
1	45266049	45271662	PLK3
1	45271585	45272347	TCTEX1D4
1	45274154	45281257	BTBD19
1	45285516	45308925	PTCH2
1	45316194	45452394	EIF2B3
1	45468212	45476996	HECTD3
1	45476622	45481247	UROD
1	45482071	45771881	ZSWIM5
1	45792567	45794351	HPDL
1	45794835	45806565	MUTYH
1	45794934	45956827	AL451136.1
1	45805724	45809645	TOE1
1	45809555	45956835	TESK2
1	45959538	45965751	CCDC163
1	45965972	45979054	MMACHC
1	45976708	45988719	PRDX1
1	46016215	46035721	AKR1A1
1	46049518	46084576	NASP
1	46085716	46089729	CCDC17
1	46092976	46153785	GPBP1L1
1	46153853	46160108	TMEM69
1	46159996	46216325	IPP
1	46252659	46501794	MAST2
1	46505812	46598708	PIK3R3
1	46509333	46642160	AL358075.4
1	46640745	46651634	TSPAN1
1	46641158	46642150	P3R3URF
1	46654354	46685977	POMGNT1
1	46669006	46686928	LURAP1
1	46712133	46744152	RAD54L
1	46726868	46769280	LRRC41
1	46769370	46782448	UQCRH
1	46805849	46830824	NSUN4
1	46859989	46879520	FAAH
1	46972668	46979898	DMBX1
1	46997838	47009641	TMEM275
1	47011316	47017199	KNCN
1	47023080	47082515	MKNK1
1	47073387	47082563	MOB3C
1	47098409	47139539	ATPAF1
1	47134527	47139266	TEX38
1	47140831	47184786	EFCAB14
1	47223510	47285085	CYP4B1
1	47394849	47407156	CYP4A11
1	47489341	47516423	CYP4X1
1	47532903	47583990	CYP4Z1
1	47603107	47615407	CYP4A22
1	47649254	47656716	PDZK1IP1
1	47681962	47697892	TAL1
1	47715811	47779819	STIL
1	47799469	47844511	CMPK1
1	47881957	47883724	FOXE3
1	47901689	47906363	FOXD2
1	48226200	48463057	TRABD2B
1	48226979	48227290	FLJ00388
1	48569306	48569878	AL109659.1
1	48688357	48714316	SLC5A9
1	48761045	48937880	SPATA6
1	48998526	50489626	AGBL4
1	49193191	49242641	BEND5
1	50459990	50461874	AL645730.2
1	50489701	50669458	ELAVL4
1	50883222	50889115	DMRTA2
1	50902700	51425939	FAF1
1	51426417	51440306	CDKN2C
1	51567893	51613758	C1orf185
1	51701945	51739119	RNF11
1	51752930	51810788	TTC39A
1	51819935	51984938	EPS15
1	52042851	52264099	OSBPL9
1	52254863	52344609	NRDC
1	52373628	52456372	RAB3B
1	52485803	52521843	TXNDC12
1	52485825	52499022	AL445685.3
1	52497775	52499482	KTI12
1	52521871	52556388	BTF3L4
1	52607766	52812358	ZFYVE9
1	52811395	52831865	CC2D1B
1	52838501	52870095	ORC1
1	52870274	52886508	PRPF38A
1	52873954	53019159	TUT4
1	53068043	53074723	GPX7
1	53098840	53135355	SHISAL2A
1	53150121	53164019	COA7
1	53192125	53293008	ZYG11B
1	53308183	53360670	ZYG11A
1	53361582	53392884	ECHDC2
1	53392948	53517370	SCP2
1	53527724	53551174	PODN
1	53552851	53608304	SLC1A7
1	53662464	53679869	CPT2
1	53679771	53686306	CZIB
1	53692572	53704190	MAGOH
1	53708036	53794141	LRP8
1	53925072	53933161	DMRTB1
1	53971910	54203779	GLIS1
1	54231151	54304136	NDC1
1	54317392	54355471	YIPF1
1	54356912	54376759	DIO1
1	54382247	54411602	HSPB11
1	54411758	54433841	LRRC42
1	54472971	54483859	LDLRAD1
1	54492354	54519177	TMEM59
1	54519257	54578192	TCEANC2
1	54598359	54665746	AL357673.1
1	54598641	54619443	CDCP2
1	54635324	54665709	CYB5RL
1	54635333	54637997	AL357673.1
1	54649714	54691137	MRPL37
1	54691105	54879152	SSBP3
1	55007930	55104865	ACOT11
1	55074854	55089229	FAM151A
1	55107427	55175939	MROH7
1	55107459	55207981	MROH7-TTC4
1	55181534	55208330	TTC4
1	55222571	55230196	PARS2
1	55245385	55266996	TTC22
1	55271736	55307925	LEXM
1	55315300	55352868	DHCR24
1	55446301	55457961	TMEM61
1	55464606	55482845	BSND
1	55505221	55530525	PCSK9
1	55532032	55681037	USP24
1	56639105	56990167	AC119674.2
1	56960433	57110974	PLPP3
1	57110987	57181008	PRKAA2
1	57184462	57285369	FYB2
1	57320479	57383894	C8A
1	57394880	57431813	C8B
1	57460451	59012406	DAB1
1	58881056	59012474	OMA1
1	59041105	59042924	TACSTD2
1	59109112	59165749	MYSM1
1	59246463	59249719	JUN
1	59762310	60276319	FGGY
1	60280458	60342042	HOOK1
1	60358980	60392445	CYP2J2
1	60452941	60539442	C1orf87
1	61330931	61928460	NFIA
1	62146718	62191095	TM2D1
1	62208078	62644347	PATJ
1	62660521	62678000	L1TD1
1	62701837	62785105	KANK4
1	62901968	62917475	USP1
1	62919969	63154057	DOCK7
1	63063191	63071984	ANGPTL3
1	63073437	63075249	AL138847.1
1	63249803	63331187	ATG4C
1	63788238	63790799	FOXD3
1	63833246	63904224	ALG6
1	63906441	64059392	ITGB3BP
1	63989043	64038364	EFCAB7
1	64059082	64125916	PGM1
1	64239688	64647181	ROR1
1	64669310	64733051	UBE2U
1	64935812	65158741	CACHD1
1	65210778	65298915	RAVER2
1	65298912	65533437	JAK1
1	65613232	65697828	AK4
1	65713902	65881554	DNAJC6
1	65886270	65901690	LEPROT
1	65886335	66107242	LEPR
1	66258197	66840262	PDE4B
1	66999066	67216822	SGIP1
1	67218142	67244730	TCTEX1D1
1	67263424	67266939	INSL5
1	67278568	67390539	WDR78
1	67390578	67454302	MIER1
1	67465033	67519831	SLC35D1
1	67557848	67697536	C1orf141
1	67604590	67725662	IL23R
1	67773047	67862773	IL12RB2
1	67873493	67896098	SERBP1
1	68150884	68154017	GADD45A
1	68167158	68299150	GNG12
1	68511569	68517314	DIRAS3
1	68564156	68698803	WLS
1	68894505	68915637	RPE65
1	68939835	68962904	DEPDC1
1	70033944	70617628	LRRC7
1	70610488	70671262	LRRC40
1	70671365	70718735	SRSF11
1	70724682	70820417	ANKRD13C
1	70820488	70851022	HHLA3
1	70876901	70905534	CTH
1	71318036	71513491	PTGER3
1	71528974	71546972	ZRANB2
1	71861626	72748222	NEGR1
1	74491699	74663871	LRRIQ3
1	74663896	74699770	FPGT
1	74663919	75010077	FPGT-TNNI3K
1	74701071	75010112	TNNI3K
1	74935562	74978298	LRRC53
1	75033801	75139476	ERICH3
1	75171166	75199092	CRYZ
1	75198836	75232362	TYW3
1	75594119	75627218	LHX8
1	75667816	76076801	SLC44A5
1	76190032	76253260	ACADM
1	76251882	76260771	RABGGTB
1	76262567	76378927	MSH4
1	76384558	76398089	ASB17
1	76540431	77100288	ST6GALNAC3
1	77333165	77533231	ST6GALNAC5
1	77554674	77685115	PIGK
1	77747704	78025651	AK5
1	78028101	78149104	AC118549.1
1	78161672	78225537	USP33
1	78245309	78345224	MIGA1
1	78354198	78409580	NEXN
1	78409740	78444794	FUBP1
1	78444859	78483648	DNAJB4
1	78445226	78604128	GIPC2
1	78769568	79006386	PTGFR
1	79085607	79111830	IFI44L
1	79115481	79129763	IFI44
1	79355449	79747809	ADGRL4
1	81771845	82458120	ADGRL2
1	84330707	84464833	TTLL7
1	84543745	84704181	PRKACB
1	84764049	84855640	SAMD13
1	84864215	84880701	DNASE2B
1	84944942	84964035	RPF1
1	84964008	84972264	GNG5
1	84971983	85031877	SPATA1
1	85015294	85040163	CTBS
1	85109390	85156486	SSX2IP
1	85277285	85358889	LPAR3
1	85391266	85462796	MCOLN2
1	85464830	85598821	WDR63
1	85483765	85514183	MCOLN3
1	85622572	85666699	SYDE2
1	85715636	85725355	C1orf52
1	85731459	85742315	BCL10
1	85784164	86044046	DDAH1
1	86046444	86049633	CCN1
1	86115100	86174116	ZNHIT6
1	86194916	86622626	COL24A1
1	86812507	86862025	ODF2L
1	86889854	86922236	CLCA2
